,Sentences,Sentiments
839,or possibly time-varying discount rate from year to year that makes,27
840,future value worth less today (if the discount rate is positive). The,27
841,choice of discount rate(s) is debated as it is a judgement based on,27
842,hidden and/or explicit values. Discount rate See Discounting. (Internal) Displacement The forced movement of people,27
843,within the country they live in. Internally displaced persons (IDPs) are,27
844,‘Persons or groups of persons who have been forced or obliged to flee,27
845,"or to leave their homes or places of habitual residence, in particular as",27
846,"a result of or in order to avoid the effects of armed conflict, situations",27
847,"of generalized violence, violations of human rights or natural or",27
848,"human-made disasters, and who have not crossed an internationally",27
849,"recognized State border’ (UN, 1998). See also Migration. Displacement In land system science, displacement denotes the",27
850,increasing spatial separation between the location of agricultural,27
851,and forestry production and the place of consumption of these,27
852,"products, as it occurs with trade. Displacement disconnects spatially",27
853,environmental impacts from their socioeconomic drivers. Downscaling Method that derives local- to regional-scale (up to,27
854,km) information from larger-scale models or data analyses. Two,27
855,main methods exist: dynamical downscaling and empirical/statistical,27
856,downscaling. The dynamical method uses the output of regional,27
857,"climate models, global models with variable spatial resolution, or",27
858,high-resolution global models. The empirical/statistical methods [are,27
859,based on observations and] develop statistical relationships that link,27
860,the large-scale atmospheric variables with local/ regional climate,27
861,"variables. In all cases, the quality of the driving model remains an",27
862,important limitation on quality of the downscaled information. The,27
863,"two methods can be combined, e.g., applying empirical/statistical",27
864,"downscaling to the output of a regional climate model, consisting of",27
865,"a dynamical downscaling of a global climate model. Drainage ‘Artificial lowering of the soil water table’ (IPCC, 2013). See also Rewetting. Glossary Annex I",27
866,AI,27
867,Drought A period of abnormally dry weather long enough,27
868,to cause a serious hydrological imbalance. Drought is a relative,27
869,"term, therefore any discussion in terms of precipitation deficit",27
870,must refer to the particular precipitation-related activity that is,27
871,"under discussion. For example, shortage of precipitation during the",27
872,growing season impinges on crop production or ecosystem function,27
873,"in general (due to soil moisture drought, also termed agricultural",27
874,"drought), and during the runoff and percolation season primarily",27
875,affects water supplies (hydrological drought). Storage changes in,27
876,soil moisture and groundwater are also affected by increases in,27
877,actual evapotranspiration in addition to reductions in precipitation. A period with an abnormal precipitation deficit is defined as,27
878,a meteorological drought. Megadrought,27
879,"A very lengthy and pervasive drought, lasting much longer than",27
880,"normal, usually a decade or more. Early warning systems (EWS) The set of technical, financial",27
881,and institutional capacities needed to generate and disseminate,27
882,"timely and meaningful warning information to enable individuals,",27
883,communities and organisations threatened by a hazard to prepare,27
884,to act promptly and appropriately to reduce the possibility of harm,5
885,"or loss. Dependent upon context, EWS may draw upon scientific and/",27
886,or Indigenous knowledge. EWS are also considered for ecological,27
887,"applications e.g., conservation, where the organisation itself is not",27
888,threatened by hazard but the ecosystem under conservation is,27
889,"(an example is coral bleaching alerts), in agriculture (for example,",27
890,"warnings of ground frost, hailstorms) and in fisheries (storm and",27
891,"tsunami warnings) (UNISDR, 2009; IPCC, 2012a). Earth system feedbacks See Climate feedback. Earth system model (ESM) A coupled atmosphere–ocean",27
892,general circulation model in which a representation of the carbon,27
893,"cycle is included, allowing for interactive calculation of atmospheric",27
894,carbon dioxide (CO2) or compatible emissions. Additional components,27
895,"(e.g., atmospheric chemistry, ice sheets, dynamic vegetation, nitrogen",27
896,"cycle, but also urban or crop models) may be included. See also",27
897,Climate model. Ecological cascade A series of secondary extinctions as a result,27
898,"of the extinction of a key species within an ecosystem (Soulé, 2010). Ecosystem A functional unit consisting of living organisms, their",27
899,non-living environment and the interactions within and between,27
900,them. The components included in a given ecosystem and its spatial,27
901,boundaries depend on the purpose for which the ecosystem is,27
902,"defined: in some cases they are relatively sharp, while in others they",27
903,are diffuse. Ecosystem boundaries can change over time. Ecosystems,27
904,are nested within other ecosystems and their scale can range from,27
905,"very small to the entire biosphere. In the current era, most ecosystems",27
906,"either contain people as key organisms, or are influenced by the effects",27
907,of human activities in their environment. See also Ecosystem services. Ecosystem services Ecological processes or functions having,27
908,monetary or non-monetary value to individuals or society at large. These are frequently classified as (1) supporting services such as,27
909,"productivity or biodiversity maintenance, (2) provisioning services",27
910,"such as food or fibre, (3) regulating services such as climate regulation",27
911,"or carbon sequestration, and (4) cultural services such as tourism or",27
912,spiritual and aesthetic appreciation. See also Ecosystem. Effective climate sensitivity See Climate sensitivity. Effective radiative forcing See Radiative forcing. El Niño-Southern Oscillation (ENSO) The term El Niño was,27
913,initially used to describe a warm-water current that periodically flows,27
914,"along the coast of Ecuador and Peru, disrupting the local fishery. It has",27
915,since become identified with warming of the tropical Pacific Ocean,27
916,east of the dateline. This oceanic event is associated with a fluctuation,27
917,of a global-scale tropical and subtropical surface pressure pattern,27
918,called the Southern Oscillation. This coupled atmosphere–ocean,27
919,"phenomenon, with preferred time scales of two to about seven",27
920,"years, is known as the El Niño-Southern Oscillation (ENSO). It is often",27
921,measured by the surface pressure anomaly difference between Tahiti,27
922,and Darwin and/or the sea surface temperatures in the central and,27
923,"eastern equatorial Pacific. During an ENSO event, the prevailing trade",27
924,"winds weaken, reducing upwelling and altering ocean currents such",27
925,"that the sea surface temperatures warm, further weakening the trade",9
926,"winds. This phenomenon has a great impact on the wind, sea surface",0
927,temperature and precipitation patterns in the tropical Pacific. It has,27
928,climatic effects throughout the Pacific region and in many other parts,27
929,"of the world, through global teleconnections. The cold phase of ENSO",27
930,"is called La Niña. Embodied (embedded) [emissions, water, land] The total",27
931,"emissions [water use, land use] generated [used] in the production",27
932,of goods and services regardless of the location and timing of those,27
933,"emissions [water use, land use] in the production process. This",27
934,"includes emissions [water use, land use] within the country used",27
935,"to produce goods or services for the country’s own use, but also",27
936,"includes the emissions [water use, land use] related to the production",27
937,of such goods or services in other countries that are then consumed,27
938,"in another country through imports. Such emissions [water, land]",27
939,"are termed ‘embodied’ or ‘embedded’ emissions, or in some cases",27
940,"(particularly with water) as ‘virtual water use’ (David and Caldeira,",27
941,"; Allan, 2005; MacDonald et al., 2015). Emission scenario A plausible representation of the future",27
942,development of emissions of substances that are radiatively active,27
943,"(e.g., greenhouse gases (GHGs), aerosols) based on a coherent and",27
944,internally consistent set of assumptions about driving forces (such as,27
945,"demographic and socio-economic development, technological change,",27
946,energy and land use) and their key relationships. Concentration,27
947,"scenarios, derived from emission scenarios, are often used as",27
948,input to a climate model to compute climate projections. See also,27
949,"Baseline scenario, Mitigation scenario, Representative Concentration",27
950,"Pathways (RCPs) (under Pathways), Shared socio-economic pathways",27
951,"(SSPs) (under Pathways), Scenario, Socio-economic scenario, and",27
952,Transformation pathway. Emission trajectories A projected development in time of the,27
953,"emission of a greenhouse gas (GHG) or group of GHGs, aerosols, and",27
954,"GHG precursors. See also Pathways. Energy access Access to clean, reliable and affordable energy",27
955,"services for cooking and heating, lighting, communications, and",27
956,productive uses (with special reference to Sustainable Development,27
957,"Goal 7) (AGECC, 2010). See also Traditional biomass. Enabling conditions (for adaptation and mitigation",27
958,options) Conditions that affect the feasibility of adaptation,27
959,"and mitigation options, and can accelerate and scale-up systemic",27
960,transitions that would limit temperature increase and enhance,27
961,capacities of systems and societies to adapt to the associated climate,27
962,"change, while achieving sustainable development, eradicating",27
963,poverty and reducing inequalities. Enabling conditions include,27
964,"finance, technological innovation, strengthening policy instruments,",27
965,"institutional capacity, multi-level governance, and changes in human",27
966,"behaviour and lifestyles. They also include inclusive processes,",27
967,attention to power asymmetries and unequal opportunities for,27
968,development and reconsideration of values. Energy efficiency The ratio of output or useful energy or energy,27
969,"services or other useful physical outputs obtained from a system,",27
970,"conversion process, transmission or storage activity to the input",27
971,"of energy (measured as kWh kWh–1, tonnes kWh–1 or any other",27
972,physical measure of useful output like tonne-km transported). Energy,27
973,"efficiency is often described by energy intensity. In economics,",27
974,energy intensity describes the ratio of economic output to energy,27
975,input. Most commonly energy efficiency is measured as input energy,27
976,"over a physical or economic unit, i.e. kWh USD–1 (energy intensity),",27
977,"kWh tonne–1. For buildings, it is often measured as kWh m–2, and",27
978,for vehicles as km liter–1or liter km–1. Very often in policy ‘energy,27
979,efficiency’ is intended as the measures to reduce energy demand,27
980,"through technological options such as insulating buildings, more",27
981,"efficient appliances, efficient lighting, efficient vehicles, etc. Energy security The goal of a given country, or the global",27
982,"community as a whole, to maintain an adequate, stable and",27
983,predictable energy supply. Measures encompass safeguarding the,27
984,sufficiency of energy resources to meet national energy demand at,27
985,competitive and stable prices and the resilience of the energy supply;,27
986,enabling development and deployment of technologies; building,27
987,"sufficient infrastructure to generate, store and transmit energy",27
988,supplies and ensuring enforceable contracts of delivery. Enhanced weathering Enhancing the removal of carbon,27
989,dioxide (CO2) from the atmosphere through dissolution of silicate,27
990,and carbonate rocks by grinding these minerals to small particles,27
991,"and actively applying them to soils, coasts or oceans. (Model) Ensemble A group of parallel model simulations",27
992,"characterising historical climate conditions, climate predictions, or",27
993,climate projections. Variation of the results across the ensemble,27
994,members may give an estimate of modelling-based uncertainty. Ensembles made with the same model but different initial conditions,27
995,only characterise the uncertainty associated with internal climate,27
996,"variability, whereas multi-model ensembles including simulations",27
997,"by several models also include the impact of model differences. Perturbed parameter ensembles, in which model parameters are",27
998,"varied in a systematic manner, aim to assess the uncertainty resulting",27
999,from internal model specifications within a single model. Remaining,27
1000,sources of uncertainty unaddressed with model ensembles are,6
1001,"related to systematic model errors or biases, which may be assessed",27
1002,from systematic comparisons of model simulations with observations,27
1003,"wherever available. See also Climate projection. Equality A principle that ascribes equal worth to all human beings,",27
1004,"including equal opportunities, rights, and obligations, irrespective",4
1005,of origins. Inequality,27
1006,"Uneven opportunities and social positions, and processes of",27
1007,"discrimination within a group or society, based on gender,",27
1008,"class, ethnicity, age, and (dis)ability, often produced by uneven",27
1009,development. Income inequality refers to gaps between highest and,27
1010,lowest income earners within a country and between countries. See,27
1011,"also Equity and Fairness. Equilibrium climate sensitivity See Climate sensitivity. Equity The principle of being fair and impartial, and a basis for",27
1012,"understanding how the impacts and responses to climate change,",27
1013,"including costs and benefits, are distributed in and by society in more",27
1014,"or less equal ways. It is often aligned with ideas of equality, fairness",27
1015,and justice and applied with respect to equity in the responsibility,27
1016,"for, and distribution of, climate impacts and policies across society,",27
1017,"generations, and gender, and in the sense of who participates and",27
1018,controls the processes of decision making. Distributive equity,27
1019,"Equity in the consequences, outcomes, costs and benefits of actions",27
1020,or policies. In the case of climate change or climate policies for,27
1021,"different people, places and countries, including equity aspects of",27
1022,sharing burdens and benefits for mitigation and adaptation. Gender equity,27
1023,"Equity between women and men with regard to their rights,",27
1024,"resources and opportunities. In the case of climate change, gender",27
1025,equity recognises that women are often more vulnerable to the,27
1026,impacts of climate change and may be disadvantaged in the process,27
1027,and outcomes of climate policy. Inter-generational equity,27
1028,"Equity between generations. In the context of climate change, intergenerational",27
1029,equity acknowledges that the effects of past and present,27
1030,"emissions, vulnerabilities and policies impose costs and benefits for",27
1031,people in the future and of different age groups. Procedural equity,27
1032,Equity in the process of decision making including recognition and,27
1033,"inclusiveness in participation, equal representation, bargaining",27
1034,"power, voice and equitable access to knowledge and resources",27
1035,"to participate. See also Equality and Fairness. Evaporation The physical process by which a liquid (e.g., water)",27
1036,"becomes a gas (e.g., water vapour). Evapotranspiration The combined processes through which",27
1037,water is transferred to the atmosphere from open water and ice,27
1038,"surfaces, bare soil, and vegetation that make up the Earth’s surface. Potential Evapotranspiration",27
1039,The potential rate of water loss without any limits imposed by the,27
1040,water supply. See also Evaporation. Evidence Data and information used in the scientific process to,27
1041,"establish findings. In this report, the degree of evidence reflects the",27
1042,"amount, quality, and consistency of scientific/technical information",27
1043,,27
1044,Glossary Annex I,27
1045,AI,27
1046,"on which the Lead Authors base their findings. See also Agreement,",27
1047,"Confidence, Likelihood, and Uncertainty. Exposure The presence of people; livelihoods; species or",27
1048,"ecosystems; environmental functions, services, and resources;",27
1049,"infrastructure; or economic, social, or cultural assets in places and",27
1050,"settings that could be adversely affected. See also Hazard, Risk,",27
1051,and Vulnerability. Extratropical Cyclone Any cyclonic-scale storm that is not,27
1052,a tropical cyclone. Usually refers to a middle- or high-latitude,27
1053,migratory storm system formed in regions of large horizontal,27
1054,temperature variations. Sometimes called extratropical storm or,27
1055,extratropical low. See also Tropical cyclone. Extreme weather or climate event See Climate extreme,27
1056,(extreme weather or climate event). Extreme weather event An event that is rare at a particular,27
1057,"place and time of year. Definitions of ‘rare’ vary, but an extreme",27
1058,weather event would normally be as rare as or rarer than the 10th,27
1059,or 90th percentile of a probability density function estimated from,27
1060,"observations. By definition, the characteristics of what is called",27
1061,"extreme weather may vary from place to place in an absolute sense. When a pattern of extreme weather persists for some time, such as",27
1062,"a season, it may be classed as an extreme climate event, especially",27
1063,"if it yields an average or total that is itself extreme (e.g., drought",27
1064,"or heavy rainfall over a season). See also Heat wave, and Climate",27
1065,extreme (extreme weather or climate event). Fairness Impartial and just treatment without favouritism or,27
1066,discrimination in which each person is considered of equal worth,27
1067,"with equal opportunity. See also Equity, and Equality. Feasibility The degree to which climate goals and response",27
1068,options are considered possible and/or desirable. Feasibility,27
1069,"depends on geophysical, ecological, technological, economic, social",27
1070,and institutional conditions for change. Conditions underpinning,27
1071,"feasibility are dynamic, spatially variable, and may vary between",27
1072,different groups. See also Enabling conditions. Feedback See Climate feedback. Flexible governance See Governance. Flood The overflowing of the normal confines of a stream or other,27
1073,"body of water, or the accumulation of water over areas that are not",27
1074,"normally submerged. Floods include river (fluvial) floods, flash floods,",27
1075,"urban floods, rain (pluvial) floods, sewer floods, coastal floods, and",27
1076,"glacial lake outburst floods. Flux A movement (a flow) of matter (e.g., water vapor, particles),",27
1077,"heat or energy from one place to another, or from one medium (e.g.,",27
1078,"land surface) to another (e.g., atmosphere). Food loss and waste ‘The decrease in quantity or quality",27
1079,of food’. Food waste is part of food loss and refers to discarding,27
1080,or alternative (non-food) use of food that is safe and nutritious,4
1081,"for human consumption along the entire food supply chain, from",27
1082,primary production to end household consumer level. Food waste is,27
1083,recognised as a distinct part of food loss because the drivers that,27
1084,generate it and the solutions to it are different from those of food,27
1085,"losses (FAO, 2015b). Food security A situation that exists when all people, at all times,",27
1086,"have physical, social and economic access to sufficient, safe and",4
1087,nutritious food that meets their dietary needs and food preferences,27
1088,"for an active and healthy life (FAO, 2001). [Note: Whilst the term",27
1089,‘food security’ explicitly includes nutrition within it ‘dietary needs …,27
1090,"for an active and healthy life’, in the past the term has sometimes",27
1091,"privileged the supply of calories (energy), especially to the hungry. Thus, the term ‘food and nutrition security’ is often used (with the",27
1092,same definition as food security) to emphasise that the term food,27
1093,"covers both energy and nutrition (FAO, 2009).] Food system All the elements (environment, people, inputs,",27
1094,"processes, infrastructures, institutions, etc.) and activities that",27
1095,"relate to the production, processing, distribution, preparation and",27
1096,"consumption of food, and the output of these activities, including",27
1097,"socio-economic and environmental outcomes (HLPE, 2017). [Note:",27
1098,Whilst there is a global food system (encompassing the totality of,27
1099,"global production and consumption), each location’s food system is",27
1100,"unique, being defined by that place’s mix of food produced locally,",27
1101,"nationally, regionally or globally.] Forcing See Radiative forcing. Forest A vegetation type dominated by trees. Many definitions",27
1102,"of the term forest are in use throughout the world, reflecting",27
1103,"wide differences in biogeophysical conditions, social structure and",27
1104,economics. [Note: For a discussion of the term forest in the context of,27
1105,"National GHG inventories, see the 2006 IPCC Guidelines for National",27
1106,GHG Inventories and information provided by the United Nations,27
1107,"Framework Convention on Climate Change (UNFCCC, 2019).] See",27
1108,"also Afforestation, Deforestation, and Reforestation. Fossil fuels Carbon-based fuels from fossil hydrocarbon deposits,",27
1109,"including coal, oil, and natural gas. Framework Convention on Climate Change See United",27
1110,"Nations Framework Convention on Climate Change (UNFCCC). Gender equity See Equity. Glacier A perennial mass of ice, and possibly firn and snow,",27
1111,originating on the land surface by the recrystallisation of snow and,27
1112,showing evidence of past or present flow. A glacier typically gains,27
1113,"mass by accumulation of snow, and loses mass by melting and ice",27
1114,discharge into the sea or a lake if the glacier terminates in a body of,27
1115,water. Land ice masses of continental size (>50 000 km2) are referred,27
1116,to as ice sheets. Global climate model (also referred to as general circulation,27
1117,"model, both abbreviated as GCM) See Climate model. Global mean surface temperature (GMST) Estimated",27
1118,global average of near-surface air temperatures over land and,27
1119,"sea-ice, and sea surface temperatures over ice-free ocean regions,",27
1120,with changes normally expressed as departures from a value over a,27
1121,"specified reference period. When estimating changes in GMST, nearsurface",27
1122,air temperature over both land and oceans are also used. See,27
1123,"also Global mean surface air temperature (GSAT), Land surface air",27
1124,"temperature, and Sea surface temperature (SST). Global mean surface air temperature (GSAT) Global average",27
1125,of near-surface air temperatures over land and oceans. Changes,27
1126,in GSAT are often used as a measure of global temperature change in,27
1127,climate models but are not observed directly. See also Global mean,27
1128,"surface temperature (GMST), and Land surface air temperature. Global warming An increase in global mean surface temperature",27
1129,"(GMST) averaged over a 30-year period, or the 30-year period centred",27
1130,"on a particular year or decade, expressed relative to pre-industrial",27
1131,levels unless otherwise specified. For 30-year periods that span past,27
1132,"and future years, the current multi-decadal warming trend is assumed",27
1133,"to continue. See also Climate change, and Climate variability. Governance A comprehensive and inclusive concept of the full",27
1134,"range of means for deciding, managing, implementing and monitoring",27
1135,policies and measures. Whereas government is defined strictly in,27
1136,"terms of the nation-state, the more inclusive concept of governance",27
1137,"recognises the contributions of various levels of government (global,",27
1138,"international, regional, sub-national and local) and the contributing",27
1139,"roles of the private sector, of nongovernmental actors, and of civil",27
1140,society to addressing the many types of issues facing the global,27
1141,"community, and the local context where the effectiveness of policies",27
1142,and measures are determined. Adaptive governance,27
1143,An emerging term in the literature for the evolution of formal,27
1144,"and informal institutions of governance that prioritise planning,",27
1145,implementation and evaluation of policy through iterative social,27
1146,"learning; in the context of climate change, governance facilitating",27
1147,"social learning to steer the use and protection of natural resources,",27
1148,"and ecosystem services, particularly in situations of complexity",27
1149,and uncertainty. Climate governance,6
1150,Purposeful mechanisms and measures aimed at steering social,27
1151,"systems towards preventing, mitigating, or adapting to the risks",27
1152,"posed by climate change (Jagers and Stripple, 2003). Deliberative governance",27
1153,Involves decision making through inclusive public conversation,27
1154,which allows opportunity for developing policy options through,27
1155,public discussion rather than collating individual preferences through,27
1156,voting or referenda (although the latter governance mechanisms can,27
1157,also be proceeded and legitimated by public deliberation processes). Flexible governance,27
1158,"Strategies of governance at various levels, which prioritise the use",27
1159,of social learning and rapid feedback mechanisms in planning and,27
1160,"policy making, often through incremental, experimental and iterative",27
1161,management processes. Governance capacity,27
1162,"The ability of governance institutions, leaders, and non-state and",27
1163,"civil society to plan, co-ordinate, fund, implement, evaluate and",27
1164,"adjust policies and measures over the short, medium and long term,",27
1165,"adjusting for uncertainty, rapid change and wide ranging impacts",27
1166,and multiple actors and demands. Multi-level governance,27
1167,"Negotiated, non-hierarchical exchanges between institutions at the",27
1168,"transnational, national, regional and local levels. Participatory governance",27
1169,A governance system that enables direct public engagement in,27
1170,"decision-making using a variety of techniques for example, referenda,",27
1171,"community deliberation, citizen juries or participatory budgeting. The",27
1172,approach can be applied in formal and informal institutional contexts,4
1173,"from national to local, but is usually associated with devolved",27
1174,"decision making (Fung and Wright, 2003; Sarmiento and Tilly, 2018). Governance capacity See Governance. Grazing land The sum of rangelands and pastures not considered",27
1175,"as cropland, and subject to livestock grazing or hay production. It",27
1176,"includes a wide range of ecosystems, e.g. systems with vegetation",27
1177,"that fall below the threshold used in the forest land category,",27
1178,"silvo-pastoral systems, as well as natural, managed grasslands",27
1179,and semideserts. Green infrastructure The interconnected set of natural and,27
1180,"constructed ecological systems, green spaces and other landscape",27
1181,"features. It includes planted and indigenous trees, wetlands, parks,",27
1182,"green open spaces and original grassland and woodlands, as well",27
1183,as possible building and street level design interventions that,27
1184,incorporate vegetation. Green infrastructure provides services and,27
1185,functions in the same way as conventional infrastructure (Culwick,27
1186,"and Bobbins, 2016). Greenhouse gas (GHG) Gaseous constituents of the atmosphere,",27
1187,"both natural and anthropogenic, that absorb and emit radiation at",27
1188,specific wavelengths within the spectrum of terrestrial radiation,27
1189,"emitted by the Earth’s surface, the atmosphere itself, and by clouds. This property causes the greenhouse effect. Water vapour (H2O),",27
1190,"carbon dioxide (CO2), nitrous oxide (N2O), methane (CH4) and ozone",27
1191,"(O3) are the primary GHGs in the Earth’s atmosphere. Moreover, there",27
1192,"are a number of entirely human-made GHGs in the atmosphere,",27
1193,such as the halocarbons and other chlorine- and bromine-containing,27
1194,"substances, dealt with under the Montreal Protocol. Beside CO2, N2O",27
1195,"and CH4, the Kyoto Protocol deals with the GHGs sulphur hexafluoride",27
1196,"(SF6), hydrofluorocarbons (HFCs) and perfluorocarbons (PFCs). Greenhouse gas removal (GGR) Withdrawal of a greenhouse",27
1197,gas (GHG) and/or a precursor from the atmosphere by a sink. See also,27
1198,"Carbon dioxide removal (CDR), and Negative emissions. Gross domestic product (GDP) The sum of gross value added,",27
1199,"at purchasers’ prices, by all resident and non-resident producers in",27
1200,"the economy, plus any taxes and minus any subsidies not included",27
1201,in the value of the products in a country or a geographic region for a,27
1202,"given period, normally one year. GDP is calculated without deducting",27
1203,for depreciation of fabricated assets or depletion and degradation of,27
1204,natural resources. Halocarbons A collective term for the group of partially,27
1205,"halogenated organic species, which includes the chlorofluorocarbons",27
1206,"(CFCs), hydrochlorofluorocarbons (HCFCs), hydrofluorocarbons",27
1207,"(HFCs), halons, methyl chloride and methyl bromide. Many of the",27
1208,halocarbons have large Global Warming Potentials. The chlorine and,27
1209,bromine-containing halocarbons are also involved in the depletion of,27
1210,the ozone layer. Hazard The potential occurrence of a natural or human-induced,27
1211,"physical event or trend that may cause loss of life, injury, or other",27
1212,,27
1213,Glossary Annex I,27
1214,AI,27
1215,"health impacts, as well as damage and loss to property, infrastructure,",27
1216,"livelihoods, service provision, ecosystems and environmental",27
1217,"resources. See also Disaster, Exposure, Risk, and Vulnerability. Heatwave A period of abnormally hot weather. Heatwaves and",27
1218,"warm spells have various and in some cases overlapping definitions. See also Extreme weather event. Holocene The current interglacial geological epoch, the second of",27
1219,"two epochs within the Quaternary period, the preceding being the",27
1220,Pleistocene. The International Commission on Stratigraphy defines,27
1221,"the start of the Holocene at 11,700 years before 2000 (ICS, 2019).See",27
1222,also Anthropocene. Human behaviour The way in which a person acts in response,27
1223,to a particular situation or stimulus. Human actions are relevant,27
1224,"at different levels, from international, national, and sub-national",27
1225,"actors, to NGO, firm-level actors, and communities, households, and",27
1226,individual actions. Adaptation behaviour,27
1227,Human actions that directly or indirectly affect the risks of climate,27
1228,change impacts. Mitigation behaviour,27
1229,Human actions that directly or indirectly influence mitigation. Human behavioural change A transformation or modification,27
1230,of human actions. Behaviour change efforts can be planned in ways,27
1231,that mitigate climate change and/or reduce negative consequences,27
1232,"of climate change impacts. Human rights Rights that are inherent to all human beings,",27
1233,"universal, inalienable, and indivisible, typically expressed and",27
1234,"guaranteed by law. They include the right to life, economic, social, and",4
1235,"cultural rights, and the right to development and self-determination",27
1236,(based upon the definition by the UN Office of the High Commissioner,27
1237,for Human Rights). Procedural rights,27
1238,Rights to a legal procedure to enforce substantive rights. Substantive rights,27
1239,"Basic human rights, including the right to the substance of being",4
1240,"human such as life itself, liberty and happiness. Human security A condition that is met when the vital core of",27
1241,"human lives is protected, and when people have the freedom and",4
1242,"capacity to live with dignity. In the context of climate change, the",27
1243,"vital core of human lives includes the universal and culturally specific,",27
1244,material and non-material elements necessary for people to act on,27
1245,behalf of their interests and to live with dignity. Human system Any system in which human organisations,27
1246,"and institutions play a major role. Often, but not always, the term",27
1247,is synonymous with society or social system. Systems such as,27
1248,"agricultural systems, urban systems, political systems, technological",27
1249,"systems, and economic systems are all human systems in the sense",27
1250,applied in this report. Hydrological cycle The cycle in which water evaporates from the,27
1251,"oceans and the land surface, is carried over the Earth in atmospheric",27
1252,"circulation as water vapour, condenses to form clouds, precipitates",27
1253,"as rain or snow, which on land can be intercepted by trees and",27
1254,"vegetation, potentially accumulating as snow or ice, provides runoff",27
1255,"on the land surface, infiltrates into soils, recharges groundwater,",27
1256,"discharges into streams, and ultimately, flows out into the oceans",27
1257,"as rivers, polar glaciers and ice sheets, from which it will eventually",27
1258,evaporate again. The various systems involved in the hydrological,27
1259,cycle are usually referred to as hydrological systems. Ice sheet An ice body originating on land that covers an area of,27
1260,"continental size, generally defined as covering >50,000 km2. An ice",27
1261,sheet flows outward from a high central ice plateau with a small,27
1262,"average surface slope. The margins usually slope more steeply, and",27
1263,most ice is discharged through fast flowing ice streams or outlet,27
1264,"glaciers, often into the sea or into ice shelves floating on the sea. There are only two ice sheets in the modern world, one on Greenland",27
1265,and one on Antarctica. The latter is divided into the East Antarctic Ice,27
1266,"Sheet (EAIS), the West Antarctic Ice Sheet (WAIS) and the Antarctic",27
1267,Peninsula ice sheet. During glacial periods there were other ice,27
1268,"sheets. See also Glacier. Impacts (consequences, outcomes) The consequences of",27
1269,"realised risks on natural and human systems, where risks result",27
1270,from the interactions of climate-related hazards (including extreme,27
1271,"weather and climate events), exposure, and vulnerability. Impacts",27
1272,"generally refer to effects on lives, livelihoods, health and well-being,",27
1273,"ecosystems and species, economic, social and cultural assets, services",27
1274,"(including ecosystem services), and infrastructure. Impacts may be",27
1275,"referred to as consequences or outcomes, and can be adverse or",27
1276,"beneficial. See also Adaptation, Exposure, Hazard, Loss and Damage,",27
1277,"and losses and damages, and Vulnerability. (climate change) Impact assessment The practice of",27
1278,"identifying and evaluating, in monetary and/or non-monetary terms,",27
1279,"the effects of climate change on natural and human systems. Incremental adaptation See Adaptation. Indigenous knowledge The understandings, skills and",27
1280,philosophies developed by societies with long histories of interaction,27
1281,"with their natural surroundings. For many Indigenous peoples,",27
1282,Indigenous knowledge informs decision-making about fundamental,27
1283,"aspects of life, from day-to-day activities to longer term actions. This",27
1284,"knowledge is integral to cultural complexes, which also encompass",27
1285,"language, systems of classification, resource use practices, social",27
1286,"interactions, values, ritual and spirituality. These distinctive ways",27
1287,"of knowing are important facets of the world’s cultural diversity. (UNESCO, 2018). See also Local knowledge. Indirect land-use change See Land-use change. Industrial revolution A period of rapid industrial growth with",27
1288,"far-reaching social and economic consequences, beginning in Britain",27
1289,during the second half of the 18th century and spreading to Europe,27
1290,and later to other countries including the United States. The invention,27
1291,of the steam engine was an important trigger of this development. The industrial revolution marks the beginning of a strong increase,27
1292,"in the use of fossil fuels, initially coal, and hence emission of carbon",27
1293,dioxide (CO2). See also Pre-industrial. Industrialised/developed/developing countries There are,27
1294,a diversity of approaches for categorising countries on the basis of,27
1295,"their level of economic development, and for defining terms such",27
1296,,27
1297,,27
1298,"as industrialised, developed, or developing. Several categorisations",27
1299,"are used in this report. (1) In the United Nations system, there is no",27
1300,established convention for designating of developed and developing,27
1301,countries or areas. (2) The United Nations Statistics Division specifies,27
1302,"developed and developing regions based on common practice. In addition, specific countries are designated as Least Developed",27
1303,"Countries (LDC), landlocked developing countries, small island",27
1304,"developing states (SIDS), and transition economies. Many countries",27
1305,appear in more than one of these categories. (3) The World Bank,27
1306,uses income as the main criterion for classifying countries as,27
1307,"low, lower middle, upper middle, and high income. (4) The United",27
1308,Nations Development Programme (UNDP) aggregates indicators for,27
1309,"life expectancy, educational attainment, and income into a single",27
1310,composite Human Development Index (HDI) to classify countries as,27
1311,"low, medium, high, or very high human development. Inequality See Equality. Institution Rules, norms and conventions held in common by",27
1312,"social actors that guide, constrain and shape human interaction. Institutions can be formal, such as laws and policies, or informal,",27
1313,"such as norms and conventions. Organisations - such as parliaments,",27
1314,"regulatory agencies, private firms, and community bodies - develop",27
1315,and act in response to institutional frameworks and the incentives,27
1316,"they frame. Institutions can guide, constrain and shape human",27
1317,"interaction through direct control, through incentives, and through",27
1318,processes of socialisation. See also Institutional capacity. Institutional capacity Building and strengthening individual,27
1319,organisations and providing technical and management training to,27
1320,support integrated planning and decision-making processes between,27
1321,"organisations and people, as well as empowerment, social capital,",27
1322,"and an enabling environment, including the culture, values and",27
