,Sentences,Sentiments
602,enabling high-efficiency carbon sequestration. But rarely have such interventions been,27
603,There is an in increasing awareness of the benefits ecosystems provide in lieu of built                             evaluated for their performance under scenarios of future sea level rise and coastal,27
604,"infrastructure (also known as “ecological infrastructure”), particularly in certain                                 erosion, even as increasing evidence indicates vast areas of mangrove loss due to rising",27
605,"fields, for example, in ecosystem-based adaptation—but few real examples exist where",27
606,resilience services provided by intact ecosystems like flood risk reduction or erosion,27
607,Ecological               seas.41,27
608,,27
609,control have been explicitly considered as part of large-scale planning efforts.39 As      INFRASTRUCTURE           LIMITS OF STRATEGIC ENVIRONMENTAL ASSESSMENT,27
610,"Calliari et al. (2019) note, many NBS or EBA solutions fail to deliver cost-effective           There is an in",27
611,benefits at such small scales; their promise lies in larger-scale landscape planning to    increasing awareness     To address the challenges of limited spatial scales through standard project-specific,4
612,"build connectivity to create larger “green networks” that can enhance overall system-           of the benefits     environmental impact assessments (EIAs), governments and financing institutions",27
613,"ecosystems provide      have sought solutions through the broader, more comprehensive approach of strategic",27
614,in lieu of built    environmental assessment (SEA). While proven to be useful in many instances around,27
615,"infrastructure (also   the world, SEA has several inherent limitations that have prevented it from becoming",27
616,known as “ecological    standard practice and solving these challenges. These include high administrative costs,27
617,"infrastructure”)     and lengthy stakeholder engagement processes that further delay project delivery,",27
618,without being specifically relevant to key decisions around citing or design of major,27
619,projects. As a 2012 World Bank review of a history of its SEA applications around,27
620,the world states: “Some SEA reports resulted in long and tedious descriptions of,27
621,environmental and social conditions with little relevance for decision making.”42 SEA,27
622,"has also so far rarely considered holistic assessments of climate change and its impacts,",27
623,which is not surprising given the added complexity such considerations can bring to,27
624,"what is already an exhaustive, complex process. As the review notes, this is especially",27
625,"problematic when the need is for specific, actionable information on cumulative",27
626,"impacts—e.g., integrated ecosystem services, climate change, and community effects of",27
627,proposed investments:,27
628,,27
629,"“There seem to be limits for the suite of impact assessment methodologies in SEAs,",27
630,particularly for assessing and forecasting cumulative and induced impacts. The,27
631,greater the need for assessing the induced and cumulative impacts associated,27
632,"with a development decision, the stronger these limitations are felt…senior",27
633,staff experienced in EIA perceived policy SEA as a planning tool with little if any,27
634,relationship to environmental assessment practice”42,27
635,,27
636,SEA should nevertheless still be considered an important tool for addressing many,27
637,"of the challenges of integrated climate risk and ecosystem services-based planning. Stakeholder engagement can be messy, lengthy, and costly, but is increasingly essential",27
638,to addressing the growing complexities of climate change while ensuring equity and,27
639,participation for communities affected by large-scale projects. As subsequent sections,27
640,"highlight, new tools and ever-advancing modeling science can help reduce complexity",4
641,"to fewer, more manageable decisions needing comprehensive consultation. 20                                                                                                                                                                                                                                               21",27
642,RESULTS,27
643,,27
644,,27
645,,27
646,,27
647,PART 2. LEARNING FROM RELEVANT,27
648,CASE STUDIES,27
649,A review of infrastructure investments in various stages of development from planning,27
650,to construction around the world demonstrates the reality of the on-the-ground,27
651,"challenges identified in the previous section. Where the forest is plowed through, the",27
652,"river diverted, or the wetland filled in and the concrete poured, it becomes starkly",27
653,"clear just how challenging it is to break the historical mold of least-cost, straightest",27
654,,27
655,"New                       path (for linear infrastructure) designs and leapfrog to a more holistic, integrated",27
656,"approach. While not comprehensive, an initial case-study analysis shows that while",27
657,"some progress is being made, most examples still only address one element or another:",27
658,APPROACH              either ecosystem services or climate change. Rarely if ever is planning based on both. Where the forest      And even rarer still are actual in-the-ground built assets explicitly built based on such,27
659,"is plowed through,      integrated assessments, with comprehensive understanding of the totality of ecosystem",27
660,"the river diverted,    services and the likely changes in their provision in the coming decades of increasing",27
661,or the wetland filled    impacts of climate change and larger landscape-scale impacts on ecosystems and their,27
662,in and the concrete      services.39,27
663,"poured, it becomes",27
664,starkly clear just how    This does not mean that positive progress is not underway: examples of efforts to plan,27
665,challenging it is to   at the appropriate scale around nature and the benefits it provides for people and,27
666,"break the historical     economies, or around the physical risks to large-scale investments of an increasingly",27
667,"mold of least-cost,     erratic climate, do exist. Thousands of projects have been built following best-in-class",27
668,straightest path (for,27
669,"social and environmental safeguards, for example. But these were largely developed",27
670,linear infrastructure),27
671,following a social and environmental safeguards framework designed to reduce,27
672,designs and leapfrog,27
673,"impacts on people and the natural world, rather than to explicitly maximize integrated,",27
674,"to a more holistic,",27
675,mutually enforcing social and environmental systems in a future of increasing climate,27
676,integrated approach. change. And the majority were built for a climate that no longer exists; even in the,27
677,hydropower sector where overbuilding is the norm to mitigate the enormous risks to,27
678,"infrastructure and lives, dams around the world are now fundamentally challenged by",27
679,"new unforeseen climate extremes, requiring costly retrofits and reducing their overall",27
680,economic performance and service delivery.43,27
681,,27
682,,27
683,Natural Capital and Climate Risk Planning in Practice,27
684,In a search for real examples where major infrastructure investments have been,27
685,planned and designed explicitly based on assessments of surrounding benefits,27
686,"provided by natural capital, and how those services might shift under a changing",27
687,"climate, WWF partnered with Arup to review more than 90 cases of regional planning",27
688,for infrastructure around the world.39 To test the hypothesis that examples of such,27
689,comprehensive assessments have indeed been used to guide infrastructure planning—,4
690,given that the importance of climate risks and ecosystem services benefits have been,27
691,"understood for decades, especially in the context of investments intended to have",27
692,lifespans of more than 50 years—WWF and Arup developed seven screening questions,27
693,"focused on climate risk and ecosystem services, geographic scale, and governance",27
694,,27
695,,27
696,,27
697,22                                                                                                                         23,27
698,PART 2: LEARNING FROM RELEVANT CASE STUDIES,27
699,,27
700,,27
701,"impact. The goal was to find innovative examples of such comprehensive planning in           The review similarly classified projects across finance sources both public and private,",27
702,"developing economies in Asia, Latin America, and Africa, and “best in class” cases in        including international development banks, or a mix of public and private. Each",27
703,"the developed world (on the assumption that regional planning for infrastructure has a       project was then given a rating from 1 to 4, depending on the degree to which it met",27
704,"longer history and therefore more examples to highlight). the nine key criteria covering specific aspects of ecosystem services, climate risks, and",27
705,governance:,27
706,"To screen for all potentially relevant examples, the review initially classified projects",27
707,"across five types:                                                                           Scale                     The scale of the project, master-plan, and/or regional plan",27
708,involves or has the potential to affect a significant scale of,27
709,"1. A regional and cross-sector strategic or investment plan                                                         ecosystem units, ecological corridors, and watershed regions. 2. A master plan, i.e., a long-term plan providing a conceptual layout to guide future    Spatial planning          In case of regional plan and/or master plan, this has led",27
710,development                                                                            processes                 to construction and operation of a pipeline of sustainable,27
711,infrastructure projects. 3. A pipeline of infrastructure projects,27
712,Ecosystem services        There has been extensive consideration and valuation of,27
713,4. A single large-scale infrastructure project                                            baseline assessment       the most important of the four types of ecosystem services,27
714,"5. A mixture of all of the above                                                                                    affecting landscapes: provisioning, regulating, cultural, and",27
715,supporting. Climate change risk       There has been consideration of climate change impacts and,27
716,assessment                risks on ecosystems and ecosystem services in an integrated,27
717,"ecosystem and climate analysis. Non-climatic risk         There has been consideration of non-climatic stressors (e.g.,",27
718,"assessment                natural hazards, deforestation, infrastructure) on ecosystems",27
719,and ecosystem services in an integrated sustainability,27
720,assessment. Vulnerability to          The receiving ecosystems (and associated ecosystem,27
721,"climate change            regulatory, provisioning, supporting, and cultural services) are",27
722,"particularly vulnerable to climate change. Design solutions          There has been innovative ecosystem-based adaptation,",27
723,"disaster risk reduction, and sustainable infrastructure solutions",27
724,integrated into the plan/project design to mitigate the impacts,27
725,"on ecosystems and ecosystem services. Enabling planning,        There have been strengths or overcoming of challenges in the",27
726,"legal and governance      cross-sector reform of the enabling environment (institutional,",27
727,"environment               legal, regulatory, financial). Sustainable finance       The finance appraisal process has considered environmental,",27
728,"social, and governance criteria, beyond the minimum required",27
729,"by ESG standards, i.e., climate risks and ecosystem services",27
730,over future time scales. Monitoring and            There have been or there are plans for monitoring and,27
731,reporting                 reporting on the impact to ecosystems and ecosystem services,27
732,resulting from the implementation of the plan/project. An initial screen of the 90-plus cases pared the final list of scored examples down to 40. While this was certainly not a comprehensive assessment of all major infrastructure,27
733,"investments in recent decades, it was immediately apparent in screening the final 40",27
734,"cases just how few examples ultimately received high scores on these criteria, indicating",27
735,initially that such holistic planning efforts encompassing climate risks and ecosystem,27
736,services are still relatively few. To highlight a diversity of cases across continents and,27
737,"facilitate further information gathering through interviews, three cases were chosen",27
738,,27
739,,27
740,"One case study in Kennedy et al., 2019 explores current plans to address increasing drought for",27
741,"Mexico City's water supply (see Freeman et al., 2020 for full analysis). 24                                                                                                                                                                                                                       25",27
742,PART 2: LEARNING FROM RELEVANT CASE STUDIES,27
743,,27
744,,27
745,in the developing world for deeper information gathering and interviews: planning                                     Several institutions have begun to do exactly this through resources highlighting the,27
746,"for large investments in Mexico City’s water supply system to address worsening                                       numerous emerging standards, frameworks, tools, and approaches that are increasingly",27
747,"droughts65; the planning and citing of the Lamu Port in coastal Kenya as part of the                                  guiding developers to greater sustainability.25,44,45 Important gaps remain, however,",27
748,"LAPPSET development corridor spanning multiple countries in East Africa using                                         that present opportunities for standardization, particularly in pre-planning stages:",27
749,"biodiversity and habitat modeling; and the proposed development of the Shenzen sea                                    the majority of standards, tools, and frameworks target developers prioritizing single",27
750,"wall using a mix of ecosystem-based and concrete approaches for multiple benefits. projects. It is not surprising, given the complexity and unique approaches tailored to",27
751,"Each case was then analyzed in greater detail to explore unique circumstances and                                     specific country contexts, geographies, and development planning time lines, that no",27
752,similarities across them to gain greater insights into how to improve future planning                                 true standards exist for integrated climate risk and ecosystem services assessments,27
753,,27
754,,27
755,Share,27
756,"for large-scale infrastructure investments, focusing on four key aspects: the spatial and                             to inform infrastructure citing and design. Such a standard could be beneficial, given",27
757,"ecological context, the overall approach, resulting outcome, and key lessons for the                                  the need on a global scale, especially in developing countries often lacking precedent. sector as a whole. Procurement processes are one such opportunity ripe for improvement, for example,",27
758,,27
759,"Though such holistic, integrated assessments of climate risks and ecosystem services            EXAMPLES              by requiring holistic analyses as part of tender notes, budgets, and recruitment and",27
760,"management. are an emerging trend for large-scale infrastructure development projects, the                  There is a clear",27
761,"relative paucity of concrete examples where such assessments have truly integrated             need for a more        The next section explores many of these challenges in further detail, through the lens",27
762,understanding of the economic value of ecosystem services—including in contributing             comprehensive         of the specific challenges of natural-capital- and ecosystem-service-based planning for,27
763,to climate resilience—to guide planning and ultimate development shows a persistent           analysis to collect     climate resilience in Mozambique. gap. There is a clear need for a more comprehensive analysis to collect and share            and share effective,27
764,examples across,27
765,effective examples across a diverse group of actors involved in infrastructure planning,27
766,a diverse group       Planning for Resilience and Natural Capital in Northern,27
767,"like NGOs, multilateral financial institutions, and country governments, to demonstrate",27
768,"the business case. In this regard, effectively advocating for such approaches requires",27
769,of actors involved      Mozambique,27
770,in infrastructure,27
771,"clear demonstration that ultimately longer, more comprehensive planning upfront is                                    With a history of cyclones and cycles of drought and flood for hundreds of years,",27
772,"planning like NGOs,",27
773,ultimately more economically beneficial in the medium to longer term. multilateral financial   Mozambicans are acutely aware of their exposure to climate risks. Those risks became,4
774,"institutions, and      reality earlier this year when the two strongest cyclones in its history hit back to back in",27
775,"country governments,      a six-week period. Cyclone Idai slammed into and destroyed 90% of its fourth-largest",27
776,"to demonstrate the       city, Beira, and then, like the hurricanes of the mid-Atlantic 2017 season, lingered over",27
777,"business case. land and dumped more than 23 inches (600 mm) of rain over the subsequent days,",27
778,causing extensive flooding in the Zambezi delta that killed more than 1200 people,25
779,and stranded hundreds of thousands in remote regions beyond roads and modern,27
780,"infrastructure. A little more than six weeks later, cyclone Kenneth landed in the",27
781,"Quirimbas Islands National Park, directly hitting ancient Ibo Island just north of the",27
782,"city of Pemba with 140 mph (220 kph) winds, making it the strongest cyclone and the",27
783,first time two cyclone-strength storms hit in the same season in the country’s recorded,27
784,history.46,27
785,,27
786,Mozambique is also still affected by the fallout of 15 years of a civil war that ended,27
787,"relatively recently in 1992. It significantly limited economic development nationwide,",9
788,"hampered institutional development, and limited basic services provision like clean",27
789,"water and education, all of which continue to make it one of the least-developed",27
790,countries in the world according to a range of indicators. This is borne out by a global,27
791,"adaptation index ranking of 159 out of 181 countries, behind Bangladesh and Angola,",27
792,"largely due to low and declining scores in readiness, which measures key governance",27
793,"and social indicators like political stability and non-violence, corruption, regulatory",27
794,"quality, rule of law, and social inequality.47 Perhaps the most indicative statistics of the",27
795,"challenge the country faces are in education: literacy rates are roughly 50% of adults,",9
796,and only 7% of the country is enrolled in advanced education as of 2017.48,27
797,,27
798,While the conflict and subsequent years of instability and governance challenges,27
799,"resulted in a multitude of negative, long-lasting effects that prevented fundamental",27
800,,27
801,,27
802,,27
803,26                                                                                                                                                                                                                                              27,27
804,PART 2: LEARNING FROM RELEVANT CASE STUDIES,27
805,,27
806,,27
807,"poverty alleviation, emergent stability has also created a unique opportunity for             Program and larger Green Economy Framework, including specific application",27
808,"Mozambique to embrace a more sustainable development trajectory, harnessing its               to proposed developments for a key corridor in northern Mozambique, WWF has",27
809,"high natural capital wealth. Looking to seize this opportunity, the government launched       identified several important lessons relevant to many countries and sustainable",27
810,"a Green Economy Framework at Rio+20 in Brazil in 2012 and a subsequent Action Plan            infrastructure implementation contexts around the world. in 2013, establishing the key objective of becoming:",27
811,,27
812,"“ …an inclusive middle income country by 2030, based on protection, restoration        DEVELOPMENT PLANNING IN CABO DELGADO PROVINCE",27
813,and rational use of natural capital and its ecosystem services to guarantee,27
814,With the discovery of one of the largest offshore natural gas reserves in the world off the,27
815,"development that is sustainable, inclusive and efﬁcient, within the planetary",27
816,"coast of the Mozambican town of Palma, the broader northern coastal region of Cabo",27
817,"limits.”49,50",27
818,"Delgado province is at the beginning stages of a boom of foreign investment, driven by",27
819,A key step in this action plan was the development of an interministerial Natural             gas extraction and onshore liquefied natural gas (LNG) processing. An estimated $40,27
820,"Capital Program in 2017, whose main goals are to develop the baseline information and         billion is expected to be invested in processing and associated industrial facilities alone",27
821,"analysis on five critical natural capitals and their service areas: water, coasts, forests,   in a remote, relatively undeveloped area outside the small city of Palma, currently home",27
822,"energy, and soils that would serve as the backbone for the Green Economy Action Plan          to less than 60,000 people. This investment, alongside regional development plans",27
823,"and the five-year development plan (Figure 5). for the larger corridor in this newly politically powerful, but historically neglected,",27
824,northern region is expected to create a population boom in Palma to more than,27
825,"While this action plan is ambitious in holistically promoting exactly the kind of             200,000 people by 2030.51 This raises fundamental questions about how basic food,",27
826,"integrated planning and sustainable, climate-resilient development with natural               water, and energy security will be met for a rapid population boom, and how it will",27
827,"capital at its core, implementation has been challenging. Through collaboration with          affect the region’s substantial natural capital wealth. the government of Mozambique and key partners in developing the Natural Capital",27
828,Cabo Delgado and Niassa provinces are home to a wealth of biodiversity and,27
829,"ecosystems that support local livelihoods and wildlife, from inland areas home to large",27
830,elephant populations in the Niassa Reserve to globally renowned coastal areas with,27
831,"Figure 5. The priority natural capitals, and their support for key green growth and sustainable development policies         dense mangroves, seagrasses, and coral reefs that provide habitats and nurseries for",27
832,from the government of Mozambique’s Natural Capital Program Implementation Framework. Source: Government of                  fisheries that are important protein and livelihood sources for local communities. These,27
833,"Mozambique, 2018.",27
834,"include the unique, high-biodiversity coral reefs of the Quirimbas Islands chain shown",27
835,"to have a mix of characteristics important to climate resilience, including temperature",27
836,POLICY PROFILES                                                      COMPLEX OF NATURAL             gradients that create natural refugium against rising sea surface temperature.52 Natural,27
837,CAPITAL CRITICAL SERVICE         capital in the region has been shown to be highly important for the region’s climate,27
838,"AREAS                   resilience, with dense mangroves and other intact coastal ecosystems providing",27
839,"Climate       Infrastructure City and Rural                                                            important coastal protection services for inland communities, and upstream woodlands",27
840,"Resilience      Connectivity Basic Human                                                                recharging aquifers and supporting water supplies for coastal populations.53,54",27
841,Services,27
842,A draft economic valuation assessment of these values demonstrates just how,27
843,"important they are, with the coastal protection of mangroves, reefs, and sea grasses",27
844,Water                          worth at least $1.5 million per year for the province of Cabo Delgado (Table 1). Their,27
845,Water,27
846,"Security                                                                                                               value is even greater as fisheries habitat, providing approximately $75 million per year",27
847,"Coasts                         to the local economy. Demonstrating a third important value, nature-based tourism",27
848,National                                          in Quirimbas National Park was found to be worth $7 million per year. These values,27
849,Energy                                                             Network of                                          alone provide nearly $90 million in annual value to an economy in Cabo Delgado where,27
850,Forests,27
851,"Security                                                            Ecological                                         communities and livelihoods directly depend on healthy, thriving natural capital.53,54",27
852,Infrastructure,27
853,Energy,27
854,Food,27
855,Security                                                                                Soils,27
856,,27
857,,27
858,,27
859,,27
860,28                                                                                                                                                                                                                   29,27
861,PART 2: LEARNING FROM RELEVANT CASE STUDIES,27
862,,27
863,,27
864,Table 1. Estimated values of coastal protection provided by ecosystems for provinces of       As the region grows rapidly in the coming decades driven by rapid industrial,27
865,"Mozambique. development and associated population growth, this natural capital wealth is",27
866,fundamentally at risk for over-exploitation. Current trends already demonstrate,27
867,Province          Mangrove         Coral reef    Combined       Value of        Total value,27
868,"extent (ha)      extent (ha)   extent (ha)    storm           of storm      some of the highest deforestation rates in the country, driven by coastal development",27
869,protection      protection    and shifting agriculture; poor farming practices causing soil degradation and,27
870,services        services      sedimentation of rivers and streams; destructive fishing practices and over-fishing;,27
871,(USD 2017/      (USD 2017/,27
872,"agricultural, industrial, and urban water pollution; and reef destruction and dredging",27
873,ha/yr)          yr),27
874,"from oil and gas operations, to list just some of these challenges.54 The surging",27
875,"Cabo-Delgado      37117.4          147880        184997         8.5             1,569,400",27
876,impacts of a warming climate—from coastal cyclones like Idai and Kenneth that can,27
877,"Zambezia          79347.3          6530.83       85878.1        4.2             360,986",27
878,have long-term impacts on food security in communities already struggling with poor,27
879,"Inhambane         19967.9          3382.38       23350.3        8.1             189,166",27
880,"soils and low yields, to drought and extreme heat as temperatures warm, alongside",27
881,"Sofala            40928.7          0             40928.7        4.6             187,683       other extreme and more gradual changes—are already multiplying the negative",27
882,"Nampula           52751.4          49012         101763         0.6             62,220        effects of overexploitation on the region’s natural capital. These will likely worsen as",27
883,"Maputo            7990.04          440.91        8430.95        5.4             45,749        temperatures continue to rise and more extreme storms arrive on rising seas, further",27
884,"Gaza              360.905          0             360.905        8               2,896         throwing off balance a system already facing multiple negative trends.54–56 It is not too",27
885,"Total             238464.65        207,246.12    445,708.96     N/A             2,418,100     late, however, to stem these trends and set a more sustainable, resilient path in line",27
886,"with the country’s green, natural-capital-based growth strategy explicitly designed",27
887,"Source: Van Soesbergen et al., 2019.",27
888,"to do exactly that: compared with similar coastal areas of east Africa, the region’s",27
889,natural wealth is still relatively intact. Figure 6. Extent of coral reefs along the Mozambican coast and zoomed in for Cabo Delgado and Nampula provinces,27
890,"(data from UNEP-WCMC, 2019). 30                                                                                                                                                                                                                 31",27
891,PART 2: LEARNING FROM RELEVANT CASE STUDIES,27
892,,27
893,,27
894,RESILIENT PALMA                                                                                   especially to influence specific processes like regional territorial development,27
895,"planning, has been limited by the administrative costs and limited capacity of",27
896,"In this context, WWF and partners in the Natural Capital Program convened a series                any one organization to take it on. Recognizing the needs specifically for Cabo",27
897,"of workshops in 2018 to 2019 with key government ministries and departments,                      Delgado province, the government has recently agreed to establish a stakeholder",27
898,"the private sector, academics, and local NGOs to discuss implementation of the                    working group, which will provide important venues for continuing to advocate",27
899,"program, including the critical initial step of establishing an information baseline on           for a more holistic approach to planning. the country’s essential natural capital, applied to future development plans in Palma",27
900,and the larger surrounding region of Cabo Delgado. Participants included partner              3),27
901,Key gaps and overall limitations in spatial planning. Capacity is limited,27
902,"ministries of the official Natural Capital Program, multilateral development banks, local         in almost every sector in Mozambique, tracing back to the civil war and resulting",27
903,"government representatives responsible for development plans in and around Palma,                 institutional instability that similarly affected the country’s university system. private sector oil and gas and other relevant local industry, local and international             The fact that so few Mozambicans have an advanced degree is emblematic of",27
904,"graduate urban and landscape planning and design students, and local NGOs. The goal               the limitations in local technical and human resources to support regional and",27
905,"was to discuss how to harness the region’s natural capital to support more sustainable,           district planning efforts in and around Palma. While the city of Palma does",27
906,"climate-resilient development, balancing crucial infrastructure and service needs and             have a zoning plan, and the national government has created one for the Afungi",27
907,"industrial development with the need to maintain essential ecosystem services that the            peninsula where the gas processing and associated development will occur,",27
908,province’s more than 2 million people currently rely on. implementing and adhering to either is challenged by informal urbanization,27
909,in Palma town and limited resources for oversight to ensure adherence to a,27
910,These discussions highlighted several challenges in balancing these tradeoffs to both             government plan; the outsize influence of the oil and gas sector on the Afungi,27
911,"improve access to key services and provide greater economic opportunities for the                 also challenges proper oversight. And in both cases, planning for climate change",27
912,"region while maintaining natural capital and critical ecosystem services, driven by               continues to be extremely weak, especially in the Afungi: while the environmental",27
913,difficulties unique to Mozambique and other difficulties more universal to developing             impact assessment (EIA) for the LNG processing facility shows 100-year return,27
914,"economies:                                                                                        period flooding directly affecting the industrial development area, Anadarko",27
915,representatives could not speak to specific interventions to mitigate flooding,27
916,1),27
917,Limited local data availability: To most effectively model natural capital and,27
918,"and associated risks due to climate change, and city plans show significant",27
919,"the ecosystem services benefits it provides to surrounding communities, access",27
920,development—including priority areas for agriculture—in exactly these flooded,27
921,"to local, regional, and national data sets is essential to correct and ground-truth",27
922,"areas along river and stream courses.51,57",27
923,publicly available global satellite and remote-sensing data. Due in part to the civil,27
924,"war and subsequent years of instability, there are large chronological gaps in data     4)",27
925,Limited understanding of the importance of natural capital. Workshop,27
926,"on water flows, weather, fisheries catches, land use and land cover, and other              participants, especially those outside MITADER or the MEF already participating",27
927,"necessary inputs to accurately measure ecosystem services. And as is the case in            in the Natural Capital Program, repeatedly stated just how little Mozambicans",27
928,"many countries, there is no one centralized data access point; this means unique            know about the concepts of natural capital and ecosystem services—even when",27
929,relationships must be established with relevant ministries that can be guarded in           so many communities nationwide are so directly reliant on sectors like fisheries,27
930,publicizing data and/or simply do not have an organized process for maintaining             or agriculture to support their livelihoods. This speaks to the challenge of,27
931,"relatively easy public access. As a result of these data access challenges, both            communications with a diverse set of audiences, from the private sector to key",27
932,"regional natural capital and ecosystem services assessments in Cabo Delgado                 stakeholders in national government, and the differences in terminology for",27
933,and nationwide were forced to rely heavily on publicly available data sets that             each. But without a clear understanding of what exactly nature provides and,27
934,"have more limited resolution. While not as problematic for a rougher nationwide             how valuable it is, including to support resilience to the growing extremes of",4
935,"assessment, lower resolution results in less-useful analyses to inform the very             climate change, changing economic development zoning or planning is extremely",27
936,site-specific decision-making of infrastructure development planning. difficult. 2),27
937,The challenges of inter-ministerial coordination. Strategic spatial,27
938,WWF has worked with multiple academic and research groups both to determine,27
939,"planning based on assessments of climate risks, resilience, ecosystem services,             economic values for valuable ecosystem services surrounding Palma and the",27
940,and the services provision needs of local populations fundamentally requires                surrounding region in Cabo Delgado—coastal protection from intact reefs and,27
941,"strong coordination across ministries and sectors. As with almost any                       mangroves, water supplies from forests, coastal fisheries—and to demonstrate",27
942,"government on the planet, the incentives for ministries and their respective                just how planning could be done to better account for these values (Figure 7). The",27
943,departments in Mozambique to collaborate are limited. WWF worked with AfDB                  next six months present a critical opportunity to communicate these to a wide,27
944,"and other partners to establish a coordinated Natural Capital Program co-led by             audience, including the stakeholder working group and those in power to decide",27
945,"the Ministry of Economy and Finance (MEF) and Environment and Territorial                   the future of Cabo Delgado and Palma, like the provincial governor and the",27
946,"Development (MITADER) for precisely this reason, but regular coordination,                  dominant political party in the region. 32                                                                                                                                                                                                              33",27
947,PART 2: LEARNING FROM RELEVANT CASE STUDIES,27
948,,27
949,,27
950,Figure 7. Visual scenarios of potential development trajectories for the city of Palma and its surroundings. The top,27
951,"represents business as usual, following similar scenarios for oil and gas extraction landscapes in Africa and around the",4
952,"world; and the bottom demonstrates a more equitable, natural capital-based climate-resilient development approach. Source: Columbia University Center for Resilient Cities and Landscapes, 2019. 34                                                                                                                         35",27
953,PART 2: LEARNING FROM RELEVANT CASE STUDIES,27
954,,27
955,,27
956,5),27
957,The technical challenge of integrating climate and ecosystem services. From a purely technical ecosystem services and climate science modeling,27
958,"perspective, this case demonstrates fundamental limitations in assessing the",27
959,dynamics of natural capital and ecosystem services in a changing climate. This,27
960,"is partly due to data limitations, but more fundamentally due to the lack of a",27
961,"demonstrable, replicable modeling approach—and the relevant expertise—in",27
962,the scientific community to properly assess how ecosystem services like water,27
963,"provision, fisheries, or coastal protection will change as the shocks and stressors",27
964,and longer-term shifts worsen as the planet warms. While identification of,27
965,important ecosystem service-sheds certainly helps prioritize some areas essential,27
966,"to reducing risks and exposure to climate change impacts—for example, coastal",27
967,mangroves and coral reefs—key questions remain around how climate will reduce,27
968,nature’s ability to continue to provide such benefits and the resulting stress on,27
969,"surrounding communities and infrastructure, including how to most effectively",27
970,manage both social and ecological systems to ensure continued services provision,27
971,"into the future. In general, progress is being made to better integrate the climate and ecosystem",4
972,"services modeling fields (outlined in more detail in the next section), but data-",27
973,"limited contexts like northern Mozambique, alongside more fundamental climate",27
974,"model resolution limits, will always limit the utility of such modeling, requiring",27
975,"additionally rigorous ground-truthing. Nonetheless, these first maps of ecosystem",27
976,services provide an essential baseline both to guide planning and to use for,27
977,continuous improvement as more data analyses are performed in the coming,27
978,decades. These challenges are in many ways unique to Mozambique but are also clearly universal,27
979,to development contexts in developing and developed economies alike. Interministerial,27
980,"endorsement of a natural capital-based, green economy framework is a rare, laudable",4
981,"achievement; these challenges, however, demonstrate just how difficult implementation",27
982,"of such an approach can be. This said, the challenges are not insurmountable: there is a",27
983,"real chance for a different trajectory, one defined by a regional economy and livelihoods",27
984,"built around natural capital, ecosystem services, and climate resilience, especially if key",27
985,government and non-government stakeholders are all pushing for a similar result. The,27
986,country’s two recent cyclones give a powerful rationale for embracing a more integrated,27
987,approach: as the Palma administrator stated at the close of an already planned but,27
988,"newly important workshop on planning for resilience and natural capital, they didn’t",27
989,"fully appreciate what resilience was or how to go about it, but now realize just how",22
990,"critical it is to embrace moving forward. Taking the lessons from this Mozambique case and others, the next section outlines",27
991,an approach for solving some of these challenges through a revised planning,27
992,framework that explicitly accounts for climate risks and ecosystem services through,27
993,"existing tools and stakeholder engagement best practice, built around future scenario",0
994,planning. 36                                                                                                                           37,27
995,PART 3: AN IMPROVED PLANNING,27
996,FRAMEWORK,27
997,"To make progress on the complex, interlinked, and nested challenges identified in the",27
998,previous section—and for the achievement of multiple national objectives and goals of,27
999,"international agreements in biodiversity, sustainable development, and climate—a new",27
1000,approach to infrastructure planning focused on improved spatial land-use planning,27
1001,"with natural capital, ecosystem services, and resilience at its core is needed. It should",27
1002,aim to fill the three previously identified information gaps at the earliest possible,27
1003,strategic planning stages of development:,27
1004,,27
1005,1),27
1006,The totality of services provided by ecosystems and the reliance upon,27
1007,them by surrounding or downstream populations and economies. 2),27
1008,"The cumulative, ecosystem-scale impacts potentially posed by",27
1009,planned infrastructure. 3),27
1010,Current and future infrastructure needs based on these dependencies,27
1011,"and other critical trends like population growth, migration, and projected",27
1012,economic development. 4),27
1013,"Current impacts and likely future risks to 1, 2, and 3 from continued",27
1014,warming and the necessary pathways and planning steps to facilitate adaptation,27
1015,and resilience-building. Figure 8. Pre-planning prior to decision-making around any one infrastructure investment is the ideal opportunity to evaluate,27
1016,"of ecosystem services, climate risks, and infrastructure needs in an integrated manner as part of a regional planning process. PRE-PLANNING                        INFRASTRUCTURE DEVELOPMENT CYCLE: MULTIPLE PROJECTS",27
1017,,27
1018,,27
1019,Goal #3       Concept       Design       Funding      Approvals   Construction,27
1020,Climate,27
1021,Risks,27
1022,,27
1023,,27
1024,Goal #2       Concept       Design       Funding      Approvals   Construction,27
1025,Infrastructure,27
1026,Needs,27
1027,,27
1028,,27
1029,Ecosystem,27
1030,Services                           Goal #1       Concept       Design       Funding      Approvals   Construction,27
1031,,27
1032,,27
1033,,27
1034,,27
1035,38                                                                                                                         39,27
1036,PART 3: AN IMPROVED PLANNING FRAMEWORK,27
1037,,27
1038,,27
1039,Successfully assessing these factors and using them to guide the entire infrastructure                                       NATURAL CAPITAL AND CLIMATE RISK IN MYANMAR,27
