,Source,Content
1729,IPCC-2007-4.txt,  Figure SPM
1730,IPCC-2007-4.txt,7: Emissions pathways of mitigation scenarios for alternative categories of stabilization levels (Category I to VI as defined in the box in each panel)
1731,IPCC-2007-4.txt, The path- ways are for CO2 emissions only
1732,IPCC-2007-4.txt, Light brown shaded areas give the CO2 emissions for the post-TAR emissions scenarios
1733,IPCC-2007-4.txt, Green shaded and hatched areas depict the range of more than 80 TAR stabilization scenarios
1734,IPCC-2007-4.txt, Base year emissions may differ between models due to differences in sector and industry coverage
1735,IPCC-2007-4.txt, To reach the lower stabilization levels some scenarios deploy removal of CO2 from the atmosphere (negative emissions) using technologies such as biomass energy production utilizing carbon capture and storage
1736,IPCC-2007-4.txt, [Figure 3
1737,IPCC-2007-4.txt,17]  19
1738,IPCC-2007-4.txt, The range of stabilization levels assessed can be achieved by deployment of a portfolio of technologies that are currently available and those that are expected to be commercialised in coming decades
1739,IPCC-2007-4.txt," This assumes that appropriate and effective incentives are in place for development, acquisition, deployment and diffusion of technologies and for addressing related barriers (high agreement, much evidence)"
1740,IPCC-2007-4.txt," � The contribution of different technologies to emission reductions required for stabilization will vary over time, region and stabilization level"
1741,IPCC-2007-4.txt, o Energy efficiency plays a key role across many scenarios for most regions and timescales
1742,IPCC-2007-4.txt," o For lower stabilization levels, scenarios put more emphasis on the use of low-carbon energy sources, such as renewable energy and nuclear power, and the use of CO2 capture and storage (CCS)"
1743,IPCC-2007-4.txt, In these scenarios improvements of carbon intensity of energy supply and the whole economy need to be much faster than in the past
1744,IPCC-2007-4.txt, o Including non-CO2 and CO2 land-use and forestry mitigation options provides greater flexibility and cost-effectiveness for achieving stabilization
1745,IPCC-2007-4.txt, Modern bioenergy could contribute substantially to the share of renewable energy in the mitigation portfolio
1746,IPCC-2007-4.txt,   Figure SPM
1747,IPCC-2007-4.txt,8: Stabilization scenario categories as reported in Figure SPM
1748,IPCC-2007-4.txt,"7 (coloured bands) and their relationship to equilibrium global mean temperature change above pre-industrial, using (i) ""best estimate"" climate sensitivity of 3�C (black line in middle of shaded area), (ii) upper bound of likely range of climate sensitivity of 4"
1749,IPCC-2007-4.txt,5�C (red line at top of shaded area) (iii) lower bound of likely range of climate sensitivity of 2�C (blue line at bottom of shaded area)
1750,IPCC-2007-4.txt, Coloured shading shows the concentration bands for stabilization of greenhouse gases in the atmosphere corresponding to the stabilization scenario categories I to VI as indicated in Figure SPM
1751,IPCC-2007-4.txt," The data are drawn from AR4 WGI, Chapter 10"
1752,IPCC-2007-4.txt,"  o For illustrative examples of portfolios of mitigation options, see figure SPM"
1753,IPCC-2007-4.txt,9 [3
1754,IPCC-2007-4.txt,"3, 3"
1755,IPCC-2007-4.txt," � Investments in and world-wide deployment of lowGHG emission technologies as well as technology improvements through public and private Research,  Development & Demonstration (RD&D) would be required for achieving stabilization targets as well as cost reduction"
1756,IPCC-2007-4.txt," The lower the stabilization levels, especially those of 550 ppm CO2-eq or lower, the greater the need for more efficient RD&D efforts and investment in new  technologies during the next few decades"
1757,IPCC-2007-4.txt," This requires that barriers to development, acquisition, deployment and diffusion of technologies are effectively addressed"
1758,IPCC-2007-4.txt, � Appropriate incentives could address these barriers and help realize the goals across a wide portfolio of technologies
1759,IPCC-2007-4.txt,"7, 3"
1760,IPCC-2007-4.txt,"3, 3"
1761,IPCC-2007-4.txt,"4, 3"
1762,IPCC-2007-4.txt,"6, 4"
1763,IPCC-2007-4.txt,"3, 4"
1764,IPCC-2007-4.txt,"4, 4"
1765,IPCC-2007-4.txt," In 205030 global average macro-economic costs for multi-gas mitigation towards stabilization between 710 and 445 ppm CO2-eq, are between a 1% gain to a 5"
1766,IPCC-2007-4.txt,5% decrease of global GDP (see Table SPM
1767,IPCC-2007-4.txt," For specific countries and sectors, costs vary considerably from the global average"
1768,IPCC-2007-4.txt, (See Box SPM
1769,IPCC-2007-4.txt,3 and SPM
1770,IPCC-2007-4.txt,"4 for the methodologies and assumptions and paragraph 5 for explanation of negative costs) (high agreement, medium evidence)"
1771,IPCC-2007-4.txt," Decision-making about the appropriate level of global mitigation over time involves an iterative risk management process that includes mitigation and adaptation, taking into account actual and avoided climate change damages, co-benefits, sustainability, equity, and attitudes to risk"
1772,IPCC-2007-4.txt," Choices about the scale and timing of GHG mitigation involve balancing the economic costs of more rapid emission reductions now against the corresponding medium-term and long-term climate risks of delay [high agreement, much evidence]"
1773,IPCC-2007-4.txt," � Limited and early analytical results from integrated analyses of the costs and benefits of mitigation indicate that these are broadly comparable in magnitude, but do not as yet permit an unambiguous determination of an emissions pathway or stabilization level where benefits exceed costs [3"
1774,IPCC-2007-4.txt,  � Integrated assessment of the economic costs and benefits of different mitigation pathways shows that the economically optimal timing and level of mitigation depends upon the uncertain shape and character of the assumed climate change damage cost curve
1775,IPCC-2007-4.txt," To illustrate this dependency: o if the climate change damage cost curve grows slowly and regularly, and there is good foresight (which increases the potential for timely adaptation), later and less stringent mitigation is economically justified; o alternatively if the damage cost curve increases steeply, or contains non-linearities (e"
1776,IPCC-2007-4.txt," vulnerability thresholds or even small probabilities of catastrophic events), earlier and more stringent mitigation is economically justified [3"
1777,IPCC-2007-4.txt, � Climate sensitivity is a key uncertainty for mitigation scenarios that aim to meet a specific temperature level
1778,IPCC-2007-4.txt, Studies show that if climate sensitivity is high then the timing and level of mitigation is earlier and more stringent than when it is low [3
1779,IPCC-2007-4.txt,"5, 3"
1780,IPCC-2007-4.txt, � Delayed emission reductions lead to investments that lock in more emission-intensive infrastructure and development pathways
1781,IPCC-2007-4.txt, This significantly constrains the opportunities to achieve lower stabilization levels (as shown in Table SPM
1782,IPCC-2007-4.txt,5) and increases the risk of more severe climate change impacts [3
1783,IPCC-2007-4.txt,"4, 3"
1784,IPCC-2007-4.txt,"1, 3"
1785,IPCC-2007-4.txt,"5, 3"
1786,IPCC-2007-4.txt,6]   E
1787,IPCC-2007-4.txt," Policies, measures and instruments to mitigate climate change 22"
1788,IPCC-2007-4.txt, A wide variety of national policies and instruments are available to governments to create the incentives for mitigation action
1789,IPCC-2007-4.txt," Their applicability depends on national circumstances and an understanding of their interactions, but experience from implementation in various countries and sectors shows there are advantages and disadvantages for any given instrument (high agreement, much evidence)"
1790,IPCC-2007-4.txt," � Four main criteria are used to evaluate policies and instruments: environmental effectiveness, cost effectiveness, distributional effects, including equity, and institutional feasibility [13"
1791,IPCC-2007-4.txt," � All instruments can be designed well or poorly, and be stringent or lax"
1792,IPCC-2007-4.txt," In addition, monitoring to improve implementation is an important issue for all instruments"
1793,IPCC-2007-4.txt, General findings about the performance of policies are: [7
1794,IPCC-2007-4.txt,"9, 12"
1795,IPCC-2007-4.txt,2] o Integrating climate policies in broader development policies makes implementation and overcoming barriers easier
1796,IPCC-2007-4.txt, o Regulations and standards generally provide some certainty about emission levels
1797,IPCC-2007-4.txt, They may be preferable to other instruments when information or other barriers prevent producers and consumers from responding to price signals
1798,IPCC-2007-4.txt," However, they may not induce innovations and more advanced technologies"
1799,IPCC-2007-4.txt," o Taxes and charges can set a price for carbon, but cannot guarantee a particular level of emissions"
1800,IPCC-2007-4.txt, Literature identifies taxes as an efficient way of internalizing costs of GHG emissions
1801,IPCC-2007-4.txt, o Tradable permits will establish a carbon price
1802,IPCC-2007-4.txt," The volume of allowed emissions determines their environmental effectiveness, while the allocation of permits has distributional consequences"
1803,IPCC-2007-4.txt, Fluctuation in the price of carbon makes it difficult to estimate the total cost of complying with emission permits
1804,IPCC-2007-4.txt, o Financial incentives (subsidies and tax credits) are frequently used by governments to stimulate the development and diffusion of new technologies
1805,IPCC-2007-4.txt," While economic costs are generally higher than for the instruments listed above, they are often critical to overcome barriers"
1806,IPCC-2007-4.txt," o Voluntary agreements between industry and governments are politically attractive, raise awareness among stakeholders, and have played a role in the evolution of many national policies"
1807,IPCC-2007-4.txt, The majority of agreements has not achieved significant emissions reductions beyond business as usual
1808,IPCC-2007-4.txt," However, some recent agreements, in a few countries, have accelerated the application of best available technology and led to measurable emission reductions"
1809,IPCC-2007-4.txt,  o Information instruments (e
1810,IPCC-2007-4.txt," awareness campaigns) may positively affect environmental quality by promoting informed choices and possibly contributing to behavioural change, however, their impact on emissions has not been measured yet"
1811,IPCC-2007-4.txt," o RD&D can stimulate technological advances, reduce costs, and enable progress toward stabilization"
1812,IPCC-2007-4.txt," � Some corporations, local and regional authorities, NGOs and civil groups are adopting a wide variety of voluntary actions"
1813,IPCC-2007-4.txt," These voluntary actions may limit GHG emissions, stimulate innovative policies, and encourage the deployment of new technologies"
1814,IPCC-2007-4.txt," On their own, they generally have limited impact on the national or regional level emissions [13"
1815,IPCC-2007-4.txt, � Lessons learned from specific sector application of national policies and instruments are shown in Table SPM
1816,IPCC-2007-4.txt," Policies that provide a real or implicit price of carbon could create incentives for producers and consumers to significantly invest in low-GHG products, technologies and processes"
1817,IPCC-2007-4.txt," Such policies could include economic instruments, government funding and regulation (high agreement, much evidence)"
1818,IPCC-2007-4.txt, � An effective carbon-price signal could realize significant mitigation potential in all sectors [11
1819,IPCC-2007-4.txt,"3, 13"
1820,IPCC-2007-4.txt," � Modelling studies, consistent with stabilization at around 550 ppm CO2-eq by 2100 (see Box SPM"
1821,IPCC-2007-4.txt,"3), show carbon prices rising to 20 to 80 US$/tCO2-eq by 2030 and 30 to 155 US$/tCO2-eq by 2050"
1822,IPCC-2007-4.txt," For the same stabilization level, studies since TAR that take into account induced technological change lower these price ranges to 5 to 65 US$/tCO2-eq in 2030 and 15 to 130 US$/tCO2-eq in 2050 [3"
1823,IPCC-2007-4.txt,"3, 11"
1824,IPCC-2007-4.txt,"4, 11"
1825,IPCC-2007-4.txt," � Most top-down, as well as some 2050 bottom-up assessments, suggest that real or implicit carbon prices of 20 to 50 US$/tCO2-eq, sustained or increased over decades, could lead to a power generation sector with low-GHG emissions by 2050 and make many mitigation options in the end-use sectors economically attractive"
1826,IPCC-2007-4.txt,6] � Barriers to the implementation of mitigation options are manifold and vary by country and sector
1827,IPCC-2007-4.txt," They can be related to financial, technological, institutional, informational and behavioural aspects [4"
1828,IPCC-2007-4.txt,"5, 5"
1829,IPCC-2007-4.txt,"5, 6"
1830,IPCC-2007-4.txt,"7, 7"
1831,IPCC-2007-4.txt,"6, 8"
1832,IPCC-2007-4.txt,"6, 9"
1833,IPCC-2007-4.txt,"6, 10"
1834,IPCC-2007-4.txt,   Table SPM
1835,IPCC-2007-4.txt,"7: Selected sectoral policies, measures and instruments that have shown to be environmentally effective in the respective sector in at least a number of national cases"
1836,IPCC-2007-4.txt," Government support through financial contributions, tax credits, standard setting and market creation is important for effective technology development, innovation and deployment"
1837,IPCC-2007-4.txt," Transfer of technology to developing countries depends on enabling conditions and financing (high agreement, much evidence)"
1838,IPCC-2007-4.txt," � Public benefits of RD&D investments are bigger than  the benefits captured by the private sector, justifying government support of RD&D"
1839,IPCC-2007-4.txt, � Government funding in real absolute terms for most energy research programmes has been flat or declining for nearly two decades (even after the UNFCCC came into force) and is now about half of the 1980 level [2
1840,IPCC-2007-4.txt,"7, 3"
1841,IPCC-2007-4.txt,"4, 4"
1842,IPCC-2007-4.txt,"5, 11"
1843,IPCC-2007-4.txt,"5, 13"
1844,IPCC-2007-4.txt,"   � Governments have a crucial supportive role in providing appropriate enabling environment, such as, institutional, policy, legal and regulatory frameworks31, to sustain investment flows and for effective technology transfer � without which it may be difficult to achieve emission reductions at a significant scale"
1845,IPCC-2007-4.txt, Mobilizing financing of incremental costs of low-carbon technologies is important
1846,IPCC-2007-4.txt, International technology agreements could strengthen the knowledge infrastructure [13
1847,IPCC-2007-4.txt," � The potential beneficial effect of technology transfer to developing countries brought about by Annex I countries action may be substantial, but no reliable estimates are available [11"
1848,IPCC-2007-4.txt," � Financial flows to developing countries through Clean Development Mechanism (CDM) projects have the potential to reach levels of the order of several billions US$ per year32, which is higher than the flows through the Global Environment Facility (GEF), comparable to the energy oriented development assistance flows, but at least an order of magnitude lower than total foreign direct investment flows"
1849,IPCC-2007-4.txt," The financial flows through CDM, GEF and development assistance for technology transfer have so far been limited and geographically unequally distributed [12"
1850,IPCC-2007-4.txt,"3, 13"
1851,IPCC-2007-4.txt," Notable achievements of the UNFCCC and its Kyoto Protocol are the establishment of a global response to the climate problem, stimulation of an array of national policies, the creation of an international carbon market and the establishment of new institutional mechanisms that may provide the foundation for future mitigation efforts (high agreement, much evidence)"
1852,IPCC-2007-4.txt, � The impact of the Protocol's first commitment period relative to global emissions is projected to be limited
1853,IPCC-2007-4.txt," Its economic impacts on participating Annex-B countries are projected to be smaller than presented in TAR, that showed 0"
1854,IPCC-2007-4.txt,"2-2% lower GDP in 2012 without emissions trading, and 0"
1855,IPCC-2007-4.txt,1% lower GDP with emissions trading among Annex-B countries [1
1856,IPCC-2007-4.txt,"4, 11"
1857,IPCC-2007-4.txt,"4, 13"
1858,IPCC-2007-4.txt, The literature identifies many options for achieving reductions of global GHG emissions at the international level through cooperation
1859,IPCC-2007-4.txt," It also suggests that successful agreements are environmentally effective, cost-effective, incorporate distributional considerations and equity, and are institutionally feasible (high agreement, much evidence)"
1860,IPCC-2007-4.txt," � Greater cooperative efforts to reduce emissions will help to reduce global costs for achieving a given level of mitigation, or will improve environmental effectiveness [13"
1861,IPCC-2007-4.txt," � Improving, and expanding the scope of, market mechanisms (such as emission trading, Joint  Implementation and CDM) could reduce overall mitigation costs [13"
1862,IPCC-2007-4.txt," � Efforts to address climate change can include diverse elements such as emissions targets; sectoral, local, subnational and regional actions; RD&D programmes; adopting common policies; implementing development oriented actions; or expanding financing instruments"
1863,IPCC-2007-4.txt," These elements can be implemented in an integrated fashion, but comparing the efforts made by different countries quantitatively would be complex and resource intensive [13"
1864,IPCC-2007-4.txt," � Actions that could be taken by participating countries can be differentiated both in terms of when such action is undertaken, who participates and what the action will be"
1865,IPCC-2007-4.txt," Actions can be binding or non-binding, include fixed or dynamic targets, and participation can be static or vary over time [13"
1866,IPCC-2007-4.txt, Sustainable development and climate change mitigation 27
1867,IPCC-2007-4.txt," Making development more sustainable by changing development paths can make a major contribution to climate change mitigation, but implementation may require resources to overcome multiple barriers"
1868,IPCC-2007-4.txt," There is a growing understanding of the possibilities to choose and implement mitigation options in several sectors to realize synergies and avoid conflicts with other dimensions of sustainable development (high agreement, much evidence)"
1869,IPCC-2007-4.txt," � Irrespective of the scale of mitigation measures, adaptation measures are necessary [1"
1870,IPCC-2007-4.txt, � Addressing climate change can be considered an integral element of sustainable development policies
1871,IPCC-2007-4.txt, National circumstances and the strengths of institutions determine how development policies impact GHG emissions
1872,IPCC-2007-4.txt," Changes in development paths emerge from the interactions of public and private decision processes involving government, business and civil society, many of which are not traditionally considered as climate policy"
1873,IPCC-2007-4.txt, This process is most effective when actors participate equitably and decentralized decision making processes are coordinated [2
1874,IPCC-2007-4.txt,"2, 3"
1875,IPCC-2007-4.txt,"3, 12"
1876,IPCC-2007-4.txt, � Climate change and other sustainable development policies are often but not always synergistic
1877,IPCC-2007-4.txt," There is growing evidence that decisions about macroeconomic policy, agricultural policy, multilateral development bank lending, insurance practices, electricity market reform, energy security and forest conservation, for example, which are often treated as being apart from  climate policy, can significantly reduce emissions"
1878,IPCC-2007-4.txt," On the other hand, decisions about improving rural access to modern energy sources for example may not have much influence on global GHG emissions [12"
1879,IPCC-2007-4.txt," � Climate change policies related to energy efficiency and renewable energy are often economically beneficial, improve energy security and reduce local pollutant emissions"
1880,IPCC-2007-4.txt," Other energy supply mitigation options can be designed to also achieve sustainable development benefits such as avoided displacement of local populations, job creation, and health benefits [4"
1881,IPCC-2007-4.txt," � Reducing both loss of natural habitat and deforestation can have significant biodiversity, soil and water conservation benefits, and can be implemented in a socially and economically sustainable manner"
1882,IPCC-2007-4.txt," Forestation and bioenergy plantations can lead to restoration of degraded land, manage water runoff, retain soil carbon and benefit rural economies, but could compete with land for food production and may be negative for biodiversity, if not properly designed [9"
1883,IPCC-2007-4.txt,"7, 12"
1884,IPCC-2007-4.txt," � There are also good possibilities for reinforcing sustainable development through mitigation actions in the waste management, transportation and buildings sectors [5"
1885,IPCC-2007-4.txt,"4, 6"
1886,IPCC-2007-4.txt,"6, 10"
1887,IPCC-2007-4.txt,"5, 12"
1888,IPCC-2007-4.txt," � Making development more sustainable can enhance both mitigative and adaptive capacity, and reduce emissions and vulnerability to climate change"
1889,IPCC-2007-4.txt," Synergies between mitigation and adaptation can exist, for example properly designed biomass production, formation of protected areas, land management, energy use in buildings and forestry"
1890,IPCC-2007-4.txt," In other situations, there may be trade-offs, such as increased GHG emissions due to increased consumption of energy related to adaptive responses [2"
1891,IPCC-2007-4.txt,"5, 3"
1892,IPCC-2007-4.txt,"5, 4"
1893,IPCC-2007-4.txt,"5, 6"
1894,IPCC-2007-4.txt,"9, 7"
1895,IPCC-2007-4.txt,"8, 8"
1896,IPCC-2007-4.txt,"5, 9"
1897,IPCC-2007-4.txt,"5, 11"
1898,IPCC-2007-4.txt,"9, 12"
1899,IPCC-2007-4.txt, Gaps in knowledge 28
1900,IPCC-2007-4.txt," There are still relevant gaps in currently available knowledge regarding some aspects of mitigation of climate change, especially in developing countries"
1901,IPCC-2007-4.txt, Additional research addressing those gaps 
1902,REDD-2010-3.txt,"































Investing in REDD-plus
Consensus
Recommendations on Frameworks for the Financing and Implementation of REDD-plus





 



























Preface
This report presents the outcome of four dialogues on frameworks for the financing and implementation of REDD-plus, which were organized by The Forests Dialogue (TFD) between April and August 2009"
1903,REDD-2010-3.txt," This publication is not a research study but reflects the perceptions, opinions and recommendations expressed by the participants of these dialogues"
1904,REDD-2010-3.txt, It should be seen in the context of the time frame in which the dialogues were held—when international negotiations on REDD-plus were gearing up ahead of the 15th Conference of the Parties to the United Nations Framework Convention on Climate Change (UNFCCC) in Copenhagen in December 2009
1905,REDD-2010-3.txt, In many cases participants expressed their views in language that reflected ongoing discussions and deliberations on REDD- plus in the international negotiations
1906,REDD-2010-3.txt,"
The outcomes of the four dialogues fed directly into the global negotiation process"
1907,REDD-2010-3.txt, Particularly important in this light were the recommendations made to the Informal Working Group for the Interim Finance of REDD and at the UNFCCC talks in Bangkok in September/October 2009
1908,REDD-2010-3.txt," Those recommendations form the basis of this publication, which synthesizes the contributions of the forest leaders who participated in the dialogues"
1909,REDD-2010-3.txt," The results are presented here in the hope that they will contribute to continuing discussions on the development of REDD-plus, in particular at the national level in countries where REDD-readiness planning is now in full swing"
1910,REDD-2010-3.txt,"
In this document, “REDD-plus” refers to reducing emissions from deforestation and forest degradation, including through forest conservation, the sustainable management of forests, and the enhancement of forest carbon stocks, as set out in Article l"
1911,REDD-2010-3.txt,b of the Bali Action Plan
1912,REDD-2010-3.txt,"

Key Recommendations for Investing in REDD-plus
CONSENSUS ON FRAMEWORKS FOR THE FINANCING AND IMPLEMENTATION OF REDD-PLUS
The following recommendations are the main outcome of four TFD dialogues on frameworks for the financing and implementation of REDD- plus"
1913,REDD-2010-3.txt," They represent the views of nearly 100 forest leaders from environmental and social groups, businesses, indigenous peoples, scientific and forest-community groups, trade unions, forest owners, governments and international organizations"
1914,REDD-2010-3.txt,"
FOUNDATIONS FOR REDD-PLUS: SOLID PRINCIPLES AND A FULL RANGE OF FOREST-BASED OPTIONS
1"
1915,REDD-2010-3.txt, Base REDD-plus firmly on sustainability principles
1916,REDD-2010-3.txt, REDEFplus finance mechanisms must be sufficiently robust to deal with both in- country and international leakage; use credible reference levels; and achieve verifiable additionality
1917,REDD-2010-3.txt," REDD-plus projects must show:
► ecological integrity—by maintaining or enhancing biodiversity conservation and other forest ecosystem functions, such as the provision of water, food, fuel and fibre
► social integrity—by recognizing, protecting and respecting the rights of indigenous peoples and local communities and ensuring that they can develop their livelihoods and share the benefits of REDEFplus
► atmospheric integrity—by leading to real reductions in carbon- dioxide (C02) emissions and to the stabilization of C02 in the atmosphere alongside deep emissions cuts in other sectors in line with the recommendations of the Intergovernmental Panel on Climate Change
► economic integrity—by providing new economic development opportunities based on the total value of forests as a source of multiple goods and ecosystems services, including new and predictable revenues streams that are adequate to support the additional costs of the sustainable management and conservation practices incurred by resource managers, owners and local communities and reinforced by fair and transparent institutional and policy arrangements,
REDD-PLUS FINANCE MECHANISMS MUST BE:
► effective—they must contribute to tangible and independent third-party-verifiable stabilizations of atmospheric concentrations of greenhouse gases
► efficient— they must result in ‘value for money and allow both private-sector and public-sector institutions to participate on fair terms
► equitable—at a minimum, they must avoid exposing to greater risk the poor and most marginalized rural communities whose livelihoods depend on forests; avert the distortion of forest products markets; and allow broad participation on equitable terms at the national and international levels,
2"
1918,REDD-2010-3.txt, Rian for a full range of forest-based climate-change-mitigation options
1919,REDD-2010-3.txt," REDD-plus must create incentives for the full range of forest- based climate-change mitigation activities, based on the principles and practices of the sustainable management of forests"
1920,REDD-2010-3.txt," In addition to reducing emissions from deforestation and forest degradation, REDD- plus finance mechanisms must also create incentives for additional action on forest conservation, the sustainable management of forests and the enhancement of carbon stocks, as envisioned in the Bali Action Plan developed under the United Nations Framework Convention on Climate Change (UNFCCC),
3"
1921,REDD-2010-3.txt, Give priority to biodiversity under threat
1922,REDD-2010-3.txt, Early investment must give priority to the conservation of areas under the greatest threat that have the highest levels of biodiversity
1923,REDD-2010-3.txt,"
REDD-PLUS PHASES
4"
1924,REDD-2010-3.txt, Phased approach with strong performance-based safeguards
1925,REDD-2010-3.txt," Participants in the TFD dialogues discussed the essential elements of a phased approach, a model for which was introduced in 20C9 in the Meridian Report"
1926,REDD-2010-3.txt,1 A phased approach would enable REDD-plus to address the drivers of deforestation at a country level according to country-specific circumstances
1927,REDD-2010-3.txt,"
Phase 1 The initial preparation-and-readiness phase would involve the development of national-level REDD-plus strategies, including the identification and prioritization of key policy and institutional capacity-building measures for both state and non-state actors"
1928,REDD-2010-3.txt," This would pave the way for investments in phase 2 through the development of systems for monitoring, reporting and verification (MRV) and the identification of required protocols"
1929,REDD-2010-3.txt," Public-sector, private-sector, multilateral and bilateral grants and investment mechanisms such as the World Bank’s Forest Carbon Partnership Facility (FCPF), the United Nations Collaborative Programme on Reducing Emissions from Deforestation and Forest Degradation in Developing Countries (UN-REDD) and the voluntary carbon market could support this phase"
1930,REDD-2010-3.txt,"
Phase 2 In an intermediate second phase, enabling policies and measures would be put in place to allow the implementation of REDD- plus and, based on performance, to encourage scaled-up public-sector and private-sector investments in the following areas:
► institutional capacity, forest governance and information
► land-tenure reforms, sustainable forest management, the restoration of degraded forest landscapes, the strengthening of conservation in protected areas, and comm unity-based fire management
► activities outside the forest sector needed to reduce pressure on forests, such as the promotion of certified sustainable agriculture, sustainable biomass energy production, agroforestry, and the enhancement of small-scale agricultural productivity"
1931,REDD-2010-3.txt,"
Financial resources that could support this phase include voluntary contributions from governments, market-linked and transaction-linked international levies, and the auctioning of emission allowances"
1932,REDD-2010-3.txt," Multilateral concessional financing sources such as the Forest Investment Program, as well as bilateral funding, private funding and early market payments, are also options but must be performance-based"
1933,REDD-2010-3.txt,"
Phase 3 In phase 3, market mechanisms—such as the carbon market— and fund-based mechanisms would deliver performance-based payments based on third-party-verifiable emissions reductions and carbon-stock enhancements"
1934,REDD-2010-3.txt," Market policies would be designed with the objectives of creating equitable distribution mechanisms, stabilizing prices, and developing risk-management and credit-management vehicles"
1935,REDD-2010-3.txt, Triggers guide the transition from one phase to the next
1936,REDD-2010-3.txt, The eligibility of countries to move from one phase to the next should be based on triggers that are informed by a verification body and help to steer and facilitate processes rather than block them
1937,REDD-2010-3.txt, Triggers would work like referenced indicators and would not constitute an obligation or a checklist
1938,REDD-2010-3.txt," Safeguard policies and criteria for entering the compliance market must apply to both forest nations and donor nations, and also to companies aspiring to enter into REDD-plus arrangements"
1939,REDD-2010-3.txt, An operational framework for the phases of REDD-plus maps key outcomes
1940,REDD-2010-3.txt,", safeguards, finance mechanisms and triggers"
1941,REDD-2010-3.txt, The operational framework summarized in the table below sets out the key features of the three phases of a phased approach to REDD-plus
1942,REDD-2010-3.txt,"


FINANCIAL ARCHITECTURE
7"
1943,REDD-2010-3.txt, Financial stability through public and private funding and country commitments
1944,REDD-2010-3.txt," Stable, reliable and long-term financial flows require strong coordination between public-sector and private-sector donors and investors and robust commitments from both developed and developing countries"
1945,REDD-2010-3.txt, Developed countries must be willing to guarantee supportand long-term financing arrangements that depart from business-as-usual models for north-south financial transfers
1946,REDD-2010-3.txt," Developing countries need to commit to policy and institutional changes that focus on the transformation of land-use dynamics, forest governance, and the flow of resources to indigenous peoples and local communities,
8"
1947,REDD-2010-3.txt, A portfolio of finance mechanisms
1948,REDD-2010-3.txt," Given the scale of the challenge and as part of a well-designed phased approach, there is a need to move beyond the ""markets versus funds"" debate to accommodate a portfolio that makes optimal and coordinated use of both markets and funds as well as other sources of finance, A broad coalition of public-sector and private-sector institutions will need to provide the necessary upfront investments for phases 1 and 2 according to the capacity of each individual institution; investments will need to include both bilateral and multilateral loans and grants,
9"
1949,REDD-2010-3.txt, Additionality of funds
1950,REDD-2010-3.txt," REDD-plus funding must be additional to regular official development assistance funding,
MONITORING, REPORTING AND VERIFICATION AND FINANCIAL ASSURANCE
10"
1951,REDD-2010-3.txt, Robust MRV
1952,REDD-2010-3.txt," In all phases of a phased approach, REDE>-plus must have environmental, social and financial safeguards along with robust MRV at the local, national and global levels,
11"
1953,REDD-2010-3.txt, Performance-based delivery and safeguards
1954,REDD-2010-3.txt," REDD-plus finance must be predicated on perform an ce-based delivery, including proxy- based performance in phase 2, with appropriate safeguards in all
phases"
1955,REDD-2010-3.txt, Phase-3 performance must be underpinned by the independent third-party verification of C02 emissions reductions according to local circumstances in each country
1956,REDD-2010-3.txt," During phase 2, proxies could be overall deforestation or measures such as the implementation of policies and the strengthening, in practice, of the rights of local communities"
1957,REDD-2010-3.txt," Social, environmental and financial assessment in addition to carbon monitoring"
1958,REDD-2010-3.txt," In all phases, assessment of the performance of REDD-plus activities should incorporate social, environmental and financial indicators in addition to the measurement of carbon performance"
1959,REDD-2010-3.txt," Socially, environmentally and financially sound processes, based on adaptive management and learning by doing and with full and effective community participation, will produce secure and tradable carbon assets that are appropriate to the performance-based system that will characterize phase 3"
1960,REDD-2010-3.txt," Depending on national circumstances, social and environmental safeguards should be assessed in parallel to MRV to show the extent to which REDD-plus makes progress in these areas"
1961,REDD-2010-3.txt," Social, environmental and financial audits could be additional and parallel to MRV"
1962,REDD-2010-3.txt," Social, environmental and financial audits must:
be equal in status to other aspects of REDD-plus monitoring simultaneously maintain independence and the possibility of ceding social and environmental audits to a third party be part of improved coordination between relevant government departments be subject to only limited government control prevent excessive transaction costs due to complex intra-agency coordination requirements build on best-practice methodologies encourage engagement with the private sector"
1963,REDD-2010-3.txt," Verification of performance on issues of livelihoods, rights, benefit sharing and consultation"
1964,REDD-2010-3.txt," Social auditing must include:
provisions for men, women and youth in local communities and among indigenous peoples to engage in the design of REDD-plus mechanisms and to participate in REDD-plus activities
clarity on benefit-sharing arrangements with a view to promoting equity between stakeholders within communities— this does not mean prescribing the benefits but, rather, assuring an adequate distribution mechanism the monitoring of negative impacts with respect to forest- dependent livelihoods
respect for free, prior and informed consent by indigenous peoples and local communities independent third-party verification"
1965,REDD-2010-3.txt, Biodiversity and ecosystem services
1966,REDD-2010-3.txt," Environmental auditing must include:
the delivery of ecosystem and biodiversity co-benefits priority for high-biodiversity areas, including early action on forest landscape restoration independent third-party verification"
1967,REDD-2010-3.txt," Free, prior and informed consent as a rights issue and as a procedure"
1968,REDD-2010-3.txt," Free, prior and informed consent is a right for indigenous peoples"
1969,REDD-2010-3.txt," It is also a consultative process and a requirement that applies to other stakeholders, such as local communities and forest owners"
1970,REDD-2010-3.txt,"
INSTITUTIONAL ARRANGEMENTS
17"
1971,REDD-2010-3.txt," Building governance through adaptive management, piloting and learning by doing"
